compound_id	molecular_formula	compound_name
25002	C66H112O6	"TG(19:0/22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
25030	C66H112O6	"TG(19:0/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3]"
25052	C66H112O6	"TG(20:2(11Z,14Z)/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
25043	C66H112O6	"TG(20:3(8Z,11Z,14Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
25035	C66H112O6	"TG(20:4(5Z,8Z,11Z,14Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]"
24985	C66H112O6	"TG(20:5(5Z,8Z,11Z,14Z,17Z)/21:0/22:3(10Z,13Z,16Z))[iso6]"
25232	C67H100O6	"TG(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
25233	C67H100O6	"TG(20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
25234	C67H100O6	"TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
25228	C67H100O6	"TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
17159	C67H100O6	"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
17160	C67H100O6	"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]"
25255	C67H96O6	"TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
17168	C67H96O6	"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
25245	C67H98O6	"TG(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
25246	C67H98O6	"TG(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
17161	C67H98O6	"TG(22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
17167	C67H98O6	"TG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
10090	C6Cl5NO2	Pentachloronitrobenzene
8031	C6Cl6	Hexachlorobenzene
38642	C6H10Cl2N2Pt	Picoplatin
4108	C6H10ClN5	Deethylatrazine
36808	C6H10F2O4	2-Deoxy-2-Fluoro-Alpha-D-Mannosyl Fluoride
37324	C6H10F2O5	5-Fluoro-Beta-L-Gulosyl Fluoride
9439	C6H10Ge2O7	Propagermanium
11164	C6H10Hg2I2O2	"2,5-Bis[(iodomercuri)methyl]-p-dioxane"
3898	C6H10N2O2	Ectoine
31829	C6H10N2O2	Piracetam (JAN/USAN/INN)
1256	C6H10N2O3	4-Methylene-L-glutamine
11830	C6H10N2O3	5-Hydroxyectoine
35249	C6H10N2O3	Oxiracetam (INN)
12295	C6H10N2O4	Formiminoglutamic acid
18560	C6H10N2O4	formyl-isoglutamine
41286	C6H10N2O4	N-acetyl-L-asparagine
18411	C6H10N2O4	Nalpha-acetyl-L-asparagine
855	C6H10N2O4	N-Formimino-L-glutamate
35039	C6H10N2O5	Carglumic acid (INN)
5295	C6H10N2O5	L-alpha-Amino-gamma-oxalylaminobutyric acid
17383	C6H10N2O5	L-beta-aspartyl-L-glycine
37172	C6H10N2O5	N-(2-Acetamido)Iminodiacetic Acid
3663	C6H10N2O5	N-Carbamyl-L-glutamate
37846	C6H10N2OS	"(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol"
3055	C6H10N3O4P	4-Amino-2-methyl-5-phosphomethylpyrimidine
41851	C6H10N3O5P	Nd1-Phosphonohistidine
33933	C6H10N3O6P	Metronidazole phosphate (USAN)
37471	C6H10N4	5-(Aminomethyl)-2-Methylpyrimidin-4-Amine
9592	C6H10N4	Pentylenetetrazole
18543	C6H10N4O2	L-histidine hydroxamate
35066	C6H10N4O2	Linsidomine (INN)
4102	C6H10N4O2	N-Isopropylammelide
36791	C6H10N4O4	"(5r,6s,7s,8s)-5-Hydroxymethyl-6,7,8-Trihydroxy-Tetrazolo[1,5-a]Piperidine"
9899	C6H10N6	Cyromazine
35557	C6H10N6	Cyromazine (INN)
30425	C6H10N6O	Dacarbazine (JAN/USP/INN)
76	C6H10NO4PS	4-Methyl-5-(2-phosphoethyl)-thiazole
37655	C6H10NO8P	N-(Phosphonacetyl)-L-Aspartic Acid
42459	C6H10NO8P	Sparfosate (USAN)
11719	C6H10O	3-Hexenal
22404	C6H10O	4-hexenal
22405	C6H10O	5-hexenal
18217	C6H10O	cis-3-hexenal
841	C6H10O	Cyclohexanone
5515	C6H10O	Leaf aldehyde
35235	C6H10O	Methylpentynol (INN)
18218	C6H10O	trans-2-hexenal
2338	C6H10O10S	L-Iduronate 2-sulfate
36771	C6H10O10S	O2-Sulfo-Glucuronic Acid
20624	C6H10O2	"2,2-dimethyl-3-butenoic acid"
1281	C6H10O2	2-Hydroxycyclohexan-1-one
2399	C6H10O2	3-Hydroxycyclohexanone
20635	C6H10O2	3-isopropyl acrylic acid
20637	C6H10O2	3-methyl-2Z-pentenoic acid
20638	C6H10O2	3-Methyl-3Z-Pentenoic Acid
20636	C6H10O2	3-methyl-4-pentenoic acid
22416	C6H10O2	4-hydroxy-2-hexenal
20623	C6H10O2	4-methyl-4-pentenoic acid
1691	C6H10O2	6-Hexanolide
22408	C6H10O2	Adipaldehyde
12075	C6H10O2	Delta-Hexanolactone
20784	C6H10O2	delta-hexenoic acid
12949	C6H10O2	Gamma-Caprolactone
20783	C6H10O2	gamma-hexenoic acid
20782	C6H10O2	Hydrosorbic acid
20561	C6H10O2	Pyroterebic acid
17323	C6H10O2	trans-Hex-2-enoic acid
20639	C6H10O2	trimethyl acrylic acid
8060	C6H10O2S	THTA
38559	C6H10O2S2	2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE
35268	C6H10O2S4	Dixanthogen (INN)
1197	C6H10O3	(R)-Pantolactone
9164	C6H10O3	1-Oxa-2-oxo-3-hydroxycycloheptane
10282	C6H10O3	2-Hydroxyethyl methacrylate
12044	C6H10O3	2-Methyl-3-ketovaleric acid
1134	C6H10O3	2-Oxohexanoic acid
2513	C6H10O3	3-Methyl-2-oxopentanoate
1815	C6H10O3	3-Oxohexanoic acid
21716	C6H10O3	4-keto-n-caproic acid
728	C6H10O3	4-Methyl-2-oxopentanoate
1819	C6H10O3	5-Oxohexanoic acid
2409	C6H10O3	6-Hydroxyhexan-6-olide
3820	C6H10O3	Adipate semialdehyde
2515	C6H10O3	beta-Ketoisocaproate
2528	C6H10O3	Ethyl 3-oxobutanoate
18578	C6H10O3	propionic anhydride
19161	C6H10O3S	"1,2-dihydroxy-3-keto-5-methylthiopentene"
11290	C6H10O3S	"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one"
19779	C6H10O3S	2-oxo-5-methylthiopentanoic-acid
3350	C6H10O4	(5-L-Glutamyl)-L-glutamate
1224	C6H10O4	(R)-4-Dehydropantoate
12605	C6H10O4	"2,2-Dimethylsuccinic acid"
987	C6H10O4	2-Aceto-2-hydroxybutanoate
18	C6H10O4	2-Dehydropantoate
2896	C6H10O4	3-Hydroxy-3-methyl-2-oxopentanoic acid
11682	C6H10O4	3-Hydroxy-5-oxohexanoate
4280	C6H10O4	4-Hydroxy-2-oxohexanoic acid
3822	C6H10O4	Adipate
30474	C6H10O4	Isosorbide (JP15/USP/INN)
12249	C6H10O4	Methylglutaric acid
1053	C6H10O4	Mevaldate
12297	C6H10O4	Monomethyl glutaric acid
12650	C6H10O4	Solerole
2601	C6H10O5	"(2R,3S)-2,3-Dimethylmalate"
2003	C6H10O5	(R)-2-Ethylmalate
1242	C6H10O5	"(R)-3,3-Dimethylmalate"
11789	C6H10O5	(S)-2-(Hydroxymethyl)glutarate
3844	C6H10O5	2-Dehydro-3-deoxy-D-fuconate
2768	C6H10O5	2-Dehydro-3-deoxy-L-rhamnonate
1947	C6H10O5	2-Hydroxyadipate
21973	C6H10O5	2S-hydroxy-Hexanedioic acid
4036	C6H10O5	"3,6-Anhydrogalactose"
4040	C6H10O5	"3,6-Anhydroglucose"
1747	C6H10O5	3-Ethylmalate
2663	C6H10O5	3-Hydroxy-3-methylglutarate
11992	C6H10O5	3-Hydroxyadipic acid
12001	C6H10O5	3-Hydroxymethylglutaric acid
36748	C6H10O5	"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid"
3843	C6H10O5	"D-Fucono-1,4-lactone"
8502	C6H10O5	Diethyl pyrocarbonate
12188	C6H10O5	Glucosan
878	C6H10O5	Lichenin
2258	C6H10O5	"L-Rhamnono-1,4-lactone"
1008	C6H10O6	"2,4,6/3,5-Pentahydroxycyclohexanone"
706	C6H10O6	2-Dehydro-3-deoxy-D-gluconate
2147	C6H10O6	2-Dehydro-D-glucose
4380	C6H10O6	2-Deoxy-5-keto-D-gluconic acid
12443	C6H10O6	2-Keto-3-deoxy-D-gluconic acid
20479	C6H10O6	2-keto-myo-inositol
2742	C6H10O6	3-Dehydro-2-deoxy-D-gluconate
3407	C6H10O6	3-Keto-beta-D-galactose
38419	C6H10O6	4-Deoxy-D-Glucuronic Acid
2747	C6H10O6	5-Dehydro-2-deoxy-D-gluconate
756	C6H10O6	5-Dehydro-D-fructose
2419	C6H10O6	D-galacto-Hexodialdose
2472	C6H10O6	"D-Galactono-1,4-lactone"
2096	C6H10O6	"D-Galactono-1,5-lactone"
2328	C6H10O6	"D-Glucono-1,4-lactone"
701	C6H10O6	"D-Glucono-1,5-lactone"
18534	C6H10O6	"D-threo-aldono-1,5-lactone"
12793	C6H10O6	Galactonolactone
33597	C6H10O6	Gluconolactone (USP)
3416	C6H10O6	"Gulono-1,4-lactone"
2105	C6H10O6	"Hexose-1,5-lactone"
18126	C6H10O6	L-sorbosone
18128	C6H10O6	"L-sorbosone 1,4-lactone"
18127	C6H10O6	"L-sorbosone 2,6-lactone"
973	C6H10O7	2-Dehydro-D-gluconate
967	C6H10O7	3-Dehydro-L-gulonate
19010	C6H10O7	3-keto-D-gulonate
41943	C6H10O7	4-Deoxyglucarate
1230	C6H10O7	5-Dehydro-D-gluconate
5375	C6H10O7	beta-D-Glucopyranuronic acid
1137	C6H10O7	D-Fructuronate
798	C6H10O7	D-Galacturonate
696	C6H10O7	D-Glucuronate
11931	C6H10O7	D-Glucuronic acid
1765	C6H10O7	D-Mannuronate
937	C6H10O7	D-Tagaturonate
19237	C6H10O7	fructuronate
12794	C6H10O7	Galacturonic acid
12810	C6H10O7	Iduronic acid
4039	C6H10O7	L-Guluronic acid
4035	C6H10O7	L-Iduronic acid
12900	C6H10O7	Pectic acid
12187	C6H10O8	Galactaric acid
12201	C6H10O8	Glucaric acid
37992	C6H10O8S	"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid"
36566	C6H10O8S	"3,6-Anhydro-D-Galactose-2-Sulfate"
37242	C6H10OS2	3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol
4898	C6H10OS2	Allicin
5392	C6H10S	Diallyl sulfide
5391	C6H10S2	Diallyl disulfide
5254	C6H11AuO5S	Aurothioglucose
9378	C6H11BrN2O2	Bromisovalum
31347	C6H11BrN2O2	Bromovalerylurea (JP15)
36749	C6H11FO5	2-Fluoro-2-Deoxy-Beta-D-Galactopyranose
10183	C6H11N2O4PS3	Methidathion
3116	C6H11N2O6P	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate
20342	C6H11N2O6P	D-erythro-imidazole-glycerol-phosphate
11909	C6H11N3	3-Methylhistamine
3278	C6H11N3	N-Methylhistamine
12912	C6H11N3O	L-Histidinol
12997	C6H11N3O3	2-Oxoarginine
2669	C6H11N3O3	5-Guanidino-2-oxopentanoate
32913	C6H11N3O4	Caracemide (USAN)
2343	C6H11N3O4	N-Amidino-L-glutamate
32633	C6H11N3O4S	Ampyzine sulfate (USAN)
26	C6H11N3O7P2	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate
34320	C6H11N3O9	Propatyl nitrate (USAN)
40521	C6H11N5	N-Guanylhistamine
4137	C6H11NO	epsilon-Caprolactam
38118	C6H11NO	N-Formylpiperidine
9596	C6H11NO2	(+)-TACP
36360	C6H11NO2	(4e)-4-Aminohex-4-Enoic Acid
2764	C6H11NO2	1-Aminocyclopentanecarboxylate
19591	C6H11NO2	monomethyl proline
29424	C6H11NO2	N4-Acetylaminobutanal
18384	C6H11NO2	nitrocyclohexane
11922	C6H11NO2	Pipecolic acid
34275	C6H11NO2	Polyethadene (USAN)
4806	C6H11NO2	Vigabatrin
36317	C6H11NO2S	"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine"
2603	C6H11NO3	(S)-5-Amino-3-oxohexanoic acid
3660	C6H11NO3	2-Amino-5-oxohexanoate
59	C6H11NO3	4-Acetamidobutanoate
2407	C6H11NO3	6-Amino-2-oxohexanoate
1464	C6H11NO3	Allysine
12237	C6H11NO3	Isobutyrylglycine
2820	C6H11NO3	L-2-Aminoadipate 6-semialdehyde
36094	C6H11NO3	Methyl aminolevulinate
12277	C6H11NO3	N-Butyrylglycine
5294	C6H11NO3S	Alliin
12362	C6H11NO3S	N-Formyl-L-methionine
5323	C6H11NO3S	S-[(E)-Prop-1-enyl]-L-cysteine S-oxide
37937	C6H11NO3S	S-Acetonylcysteine
3609	C6H11NO3Se	Se-Propenylselenocysteine Se-oxide
2385	C6H11NO4	"2,2'-Iminodipropanoate"
36502	C6H11NO4	"2s,3r-2-Amino-3-Methylpentanedioic Acid"
41953	C6H11NO4	"2s,4r-4-Methylglutamate"
3899	C6H11NO4	4-Methyl-L-glutamate
12106	C6H11NO4	Aminoadipic acid
1164	C6H11NO4	L-2-Aminoadipate
3246	C6H11NO4	L-Glutamate methylester
1220	C6H11NO4	N-Methyl-L-glutamate
1238	C6H11NO4	O-Acetyl-L-homoserine
19060	C6H11NO4S	N-acetyl-DL-methionine
3782	C6H11NO5	4-Hydroxy-4-methylglutamate
36761	C6H11NO5S	3-Methyl-5-Sulfo-Pyrrolidine-2-Carboxylic Acid
13507	C6H11NO5S2	3-mercaptolactate-cysteine disulfide
31710	C6H11NO6	Glucuronamide (JAN/INN)
13372	C6H11NOS2	Sulforaphane
2796	C6H11O10P	1-Phospho-alpha-D-galacturonate
38499	C6H11O10P	"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM"
10645	C6H11O10P	3-Dehydro-L-gulonate 6-phosphate
19011	C6H11O10P	3-keto-L-gulonate 6-phosphate
1329	C6H11O10P	6-Phospho-2-dehydro-D-gluconate
12967	C6H11O10P	D-Glucuronic acid 1-phosphate
11328	C6H11O6PS	"2,3-Diketo-5-methylthiopentyl-1-phosphate"
18742	C6H11O6PS	2-hydroxy-3-keto-5-methylthio-1-phosphopentene
11329	C6H11O6PS	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate
2925	C6H11O8P	"D-myo-Inositol 1,2-cyclic phosphate"
1372	C6H11O9P	2-Dehydro-3-deoxy-D-galactonate 6-phosphate
4381	C6H11O9P	2-Deoxy-5-keto-D-gluconic acid 6-phosphate
12446	C6H11O9P	2-Keto-3-deoxy-6-phosphogluconic acid
3002	C6H11O9P	6-Phospho-5-dehydro-2-deoxy-D-gluconate
93	C6H11O9P	"6-phospho-D-glucono-1,5-lactone"
1342	C6H11O9P	"D-Glucono-1,5-lactone 6-phosphate"
20340	C6H11O9P	D-glucono-delta-lactone-6-phosphate
18650	C6H11O9P	methanofuran biosynththesis intermediate MF2
8216	C6H12	Cyclohexane
9521	C6H12Br2O4	Mitobronitol
10197	C6H12Cl3O4P	Tris(2-chloroethyl)phosphate
35994	C6H12ClNO	Sevelamer
5128	C6H12F2N2O2	Eflornithine
36973	C6H12FNO2	(4s)-5-Fluoro-L-Leucine
38354	C6H12N2O	4-Methylpiperazin-1-Yl Carbonyl Group
3375	C6H12N2O	D-2-Amino-hexano-6-lactam
2184	C6H12N2O	"L-Lysine 1,6-lactam"
37454	C6H12N2O2	5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid
36794	C6H12N2O3	5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid
1187	C6H12N2O3	D-Alanyl-D-alanine
7985	C6H12N2O3	Daminozide
2351	C6H12N2O3	N5-Methyl-L-glutamine
19327	C6H12N2O3	"N-acetyl-L-2,4-diaminobutanoate"
36467	C6H12N2O3	N-Carbamyl-D-Valine
4010	C6H12N2O3	N-gamma-Acetyldiaminobutyrate
37581	C6H12N2O3S	N-Carbamyl-D-Methionine
31319	C6H12N2O4Pt	Carboplatin (JAN/USP/INN)
19059	C6H12N2O4S	lanthionine
888	C6H12N2O4S2	L-Cystine
3607	C6H12N2O4Se2	Selenocystine
36851	C6H12N2O5	"D-Gluconhydroximo-1,5-Lactam"
8141	C6H12N2S4	Tetramethylthioperoxydicarbonic diamide
10969	C6H12N2S4Zn	Ziram
1251	C6H12N3O4P	L-Histidinol phosphate
38031	C6H12N3O4P	Phosphoric Acid Mono-[2-Amino-3-(3h-Imidazol-4-Yl)-Propyl]Ester
13428	C6H12N3O8P	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine
4936	C6H12N3PS	Thiotepa
30516	C6H12N4	Hexamine (JAN)
22382	C6H12O	2E-hexenol
13385	C6H12O	2-Oxohexane
12250	C6H12O	3-Hexanone
1956	C6H12O	4-Methylpentanal
18636	C6H12O	cis-3-hexenol
1106	C6H12O	Cyclohexanol
13388	C6H12O	Ethyl isopropyl ketone
13397	C6H12O	Hexanal
5510	C6H12O	Leaf alcohol
12844	C6H12O	Methyl isobutyl ketone
18635	C6H12O	trans-2-hexenol
2204	C6H12O	Unsaturated alcohol
37228	C6H12O12S2	"2,3-Di-O-Sulfo-Alpha-D-Glucopyranose"
22412	C6H12O2	2-hydroxy caproaldehyde
20601	C6H12O2	2-methyl valeric acid
20605	C6H12O2	"3,3-dimethyl-butanoic acid"
20602	C6H12O2	3-methyl valeric acid
22413	C6H12O2	4-hydroxy caproaldehyde
2239	C6H12O2	4-Hydroxyhexan-3-one
22414	C6H12O2	5-hydroxy caproaldehyde
22415	C6H12O2	6-hydroxy caproaldehyde
9155	C6H12O2	Butyl acetate
9163	C6H12O2	"cis-Cyclohexane-1,2-diol"
20603	C6H12O2	diethyl acetic acid
20604	C6H12O2	dimethyl ethyl acetic acid
1525	C6H12O2	Hexanoic acid
9146	C6H12O2	Isoamyl formate
320	C6H12O2	isobutyl acetate
12215	C6H12O2	Isocaproic acid
2650	C6H12O2	"trans-Cyclohexane-1,2-diol"
36341	C6H12O24S6	D-Myo-Inositol-Hexasulphate
17322	C6H12O3	(R)-3-Hydroxyhexanoic acid
37947	C6H12O3	"2,3-Dideoxyfucose"
12558	C6H12O3	2-Ethyl-2-Hydroxybutyric acid
11972	C6H12O3	2-Hydroxy-3-methylpentanoic acid
12499	C6H12O3	2-Hydroxycaproic acid
12115	C6H12O3	5-Hydroxyhexanoic acid
3821	C6H12O3	6-Hydroxyhexanoic acid
29886	C6H12O3	alpha-hydroxyisocaproic acid
2416	C6H12O3	D-2-Hydroxyisocaproate
21445	C6H12O3	DL-4-hydroxy caproic acid
2527	C6H12O3	Ethyl (R)-3-hydroxybutanoate
12246	C6H12O3	Hydroxyisocaproic acid
12203	C6H12O3	Leucinic acid
5050	C6H12O3	Paraldehyde
913	C6H12O4	(R)-Pantoate
2833	C6H12O4	"2,3-Dihydroxy-3-methylpentanoate"
36526	C6H12O4	"2,4-Dihydroxy-3,3-Dimethyl-Butyrate"
2456	C6H12O4	"3,6-Dideoxy-L-galactose"
36462	C6H12O4	"4,6-Dideoxyglucose"
4034	C6H12O4	Abequose
33740	C6H12O4	Kethoxal (USAN/INN)
11944	C6H12O4	Mevalonic acid
2319	C6H12O4S	5-Methylthio-D-ribose
36481	C6H12O4S2	"1,4-Dithio-Alpha-D-Mannose"
5288	C6H12O5	(-)-Viburnitol
5287	C6H12O5	(+)-Quercitol
4669	C6H12O5	"1,5-Anhydro-D-glucitol"
17517	C6H12O5	1-O-methyl-beta-D-xylopyranose
2149	C6H12O5	2-Deoxy-D-galactose
954	C6H12O5	2-Deoxy-D-glucose
37072	C6H12O5	4-Deoxy-Alpha-D-Glucose
1202	C6H12O5	6-Deoxy-D-galactose
2025	C6H12O5	6-Deoxy-D-glucose
1203	C6H12O5	6-Deoxy-L-galactose
5377	C6H12O5	alpha-D-Quinovopyranose
1994	C6H12O5	alpha-L-Rhamnose
1802	C6H12O5	beta-D-Fucose
1933	C6H12O5	beta-L-Rhamnose
21513	C6H12O5	Digitoxic acid
1573	C6H12O5	D-Rhamnose
20169	C6H12O5	L-fucose
1593	C6H12O5	L-Fuculose
1976	C6H12O5	L-Rhamnofuranose
903	C6H12O5	L-Rhamnose
1111	C6H12O5	L-Rhamnulose
17521	C6H12O5S	1-thio-beta-D-glucose
37458	C6H12O5S	4-Thio-Beta-D-Glucopyranose
2150	C6H12O6	2-Deoxy-D-gluconate
20343	C6H12O6	2-deoxygluconate
11993	C6H12O6	3-Deoxyarabinohexonic acid
1561	C6H12O6	Aldohexose
17481	C6H12O6	allo-inositol
12394	C6H12O6	Allose
1181	C6H12O6	alpha-D-Galactose
752	C6H12O6	alpha-D-Glucose
1153	C6H12O6	alpha-D-Mannose
5381	C6H12O6	alpha-L-Sorbopyranose
1932	C6H12O6	beta-D-Fructose
1168	C6H12O6	beta-D-Galactose
720	C6H12O6	beta-D-Glucose
5376	C6H12O6	beta-D-Hamamelopyranose
1865	C6H12O6	beta-D-Mannose
37169	C6H12O6	D-2-Keto-3-Deoxygalactonate
1473	C6H12O6	D-Allose
4027	C6H12O6	D-Altrose
633	C6H12O6	D-Fructose
1570	C6H12O6	D-Fuconate
654	C6H12O6	D-Galactose
11929	C6H12O6	D-Glucose
4028	C6H12O6	D-Gulose
1699	C6H12O6	D-Hamamelose
1032	C6H12O6	D-Hexose
4029	C6H12O6	D-Idose
676	C6H12O6	D-Mannose
4031	C6H12O6	D-Psicose
1047	C6H12O6	D-Sorbose
12908	C6H12O6	D-Tagatose
4030	C6H12O6	D-Talose
30304	C6H12O6	Fructose (JP15/USP)
28958	C6H12O6	Glucose
1413	C6H12O6	Ketose
1712	C6H12O6	L-Rhamnonate
3838	C6H12O6	muco-Inositol
332	C6H12O6	myo-Inositol
13416	C6H12O6	Scyllo-Inositol
1450	C6H12O6	Sorbose
2388	C6H12O7	2-Carboxy-D-arabinitol
1081	C6H12O7	D-Altronate
745	C6H12O7	D-Gluconic acid
12145	C6H12O7	Galactonic acid
12176	C6H12O7	Gluconic acid
12884	C6H12O7	Gulonic acid
1233	C6H12O9S	D-Galactose 6-sulfate
2181	C6H12O9S	D-Glucose 6-sulfate
36445	C6H12O9S	O3-Sulfonylgalactose
37195	C6H12O9S	O4-Sulfonylgalactose
42032	C6H13BNO5	DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID
38477	C6H13BrO	6-Bromo-1-hexanol
944	C6H13N	Cyclohexylamine
5331	C6H13N3	Galegine
9588	C6H13N3O2	delta-Guanidinovaleric acid
38000	C6H13N3O2S	L-Thiocitrulline
12863	C6H13N3O3	Argininic acid
792	C6H13N3O3	L-Citrulline
35154	C6H13N5O	Moroxydine (INN)
2489	C6H13N5O4	Ngamma-Nitro-L-arginine
38195	C6H13N5O4	Nitroarginine
37498	C6H13NO	1-Amino-1-Carbonyl Pentane
40922	C6H13NO	trimethylaminoacetone
2677	C6H13NO11S2	"N,6-O-Disulfo-D-glucosamine"
38003	C6H13NO11S2	"N,O6-Disulfo-Glucosamine"
18371	C6H13NO11S2	"N2-,6-disulfo-D-glucosamine"
2001	C6H13NO2	(3R)-beta-Leucine
18381	C6H13NO2	1-nitrohexane
38206	C6H13NO2	4-Amino Hexanoic Acid
1959	C6H13NO2	6-Aminohexanoate
5292	C6H13NO2	beta-Alaninebetaine
19283	C6H13NO2	L-2-aminohexanoate
835	C6H13NO2	L-Isoleucine
653	C6H13NO2	L-Leucine
1711	C6H13NO2	L-Norleucine
18352	C6H13NO2	N-methylvaline
18902	C6H13NO2S	alpha-methylmethionine
8197	C6H13NO2S	Ethionine
20112	C6H13NO2S	homomethionine
12648	C6H13NO2S	S-(2-carboxypropyl)-Cysteamine
40390	C6H13NO2S	S-Methyl-L-methionine
40484	C6H13NO2Se	Se-Methylselenomethionine
38416	C6H13NO3	"(3r,4r,5r)-5-(Hydroxymethyl)Piperidine-3,4-Diol"
36752	C6H13NO3	6-Hydroxy-D-Norleucine
37297	C6H13NO3	Beta-Hydroxyleucine
7139	C6H13NO3	Fagomine
2179	C6H13NO3S	Cyclohexylsulfamate
31763	C6H13NO3S	Fudosteine (JAN/INN)
18391	C6H13NO4	1-deoxygalactonojirimycin
36711	C6H13NO4	"2,5-Dideoxy-2,5-Imino-D-Glucitol"
37096	C6H13NO4	3-Deoxy-D-Glucosamine
36924	C6H13NO4	"4,6-Dideoxy-4-Amino-Beta-D-Glucopyranoside"
37835	C6H13NO4	Bicine
7136	C6H13NO4	Deoxymannojirimycin
11213	C6H13NO4	D-Fucosamine
7138	C6H13NO4	DMDP
11214	C6H13NO4	D-Quinovosamine
39953	C6H13NO4	Migalastat (USAN)
37906	C6H13NO4S	2-(N-Morpholino)-Ethanesulfonic Acid
37618	C6H13NO4S	5-Thio-a/B-D-Mannopyranosylamine
1326	C6H13NO5	1-Amino-1-deoxy-scyllo-inositol
37529	C6H13NO5	4-Deoxy-4-Amino-Beta-D-Glucose
5374	C6H13NO5	beta-D-Glucosamine
1896	C6H13NO5	D-Galactosamine
794	C6H13NO5	D-Glucosamine
2558	C6H13NO5	D-Mannosamine
12584	C6H13NO5	Fructosamine
33598	C6H13NO5	Glucosamine (USAN/INN)
9078	C6H13NO5	Kanosamine
4281	C6H13NO5	Nojirimycin
2657	C6H13NO6	2-Amino-2-deoxy-D-gluconate
1897	C6H13NO6	D-Glucose oxime
12158	C6H13NO8S	Glucosamine 6-sulfate
1237	C6H13NO8S	N-Sulfo-D-glucosamine
37794	C6H13NOS2	"S,S-Propylthiocysteine"
2894	C6H13O10P	2-Carboxy-D-arabinitol 1-phosphate
800	C6H13O10P	6-Phospho-D-gluconate
36331	C6H13O10P	L-Guluronic Acid 6-Phosphate
18427	C6H13O6PS	5-methylthiodeoxyribose-1-phosphate
91	C6H13O7P	(R)-5-Phosphomevalonate
20456	C6H13O7P	mevalonate-5P
87	C6H13O7PS	5-Methylthio-5-deoxy-D-ribose 1-phosphate
88	C6H13O7PS	5-Methylthio-5-deoxy-D-ribulose 1-phosphate
12347	C6H13O7PS	5-Methylthioribose 1-phosphate
